Location,Area_sqft,BHK,Bathrooms,Furnishing,Property_Type,Facing,City_Zone,Parking_Type,Transaction_Type,Property_Age_Years,Floor,Distance_from_City_Center_km,Price
Chennai,2076,1,3,Semi-Furnished,Independent House,North,Outskirts,Covered,Resale,23,5,6.35,20022100.0
Pune,3518,2,4,Unfurnished,Apartment,East,Central,Open,New,22,12,27.36,36796905.0
Hyderabad,511,4,4,Fully Furnished,Apartment,East,Suburb,None,New,14,0,29.72,4742470.0
Mumbai,4134,4,1,Semi-Furnished,Apartment,North,Outskirts,None,New,34,21,14.67,65237805.0
Chennai,1244,1,3,Unfurnished,Independent House,South,Central,Covered,Resale,29,4,34.74,11009499.0
Hyderabad,2573,5,4,Fully Furnished,Independent House,East,Outskirts,Open,New,12,0,31.0,23803605.0
Kolkata,3478,3,4,Unfurnished,Villa,East,Suburb,Covered,Resale,14,17,14.57,30604469.0
Mumbai,3009,5,1,Semi-Furnished,Villa,North,Central,None,Resale,21,7,17.89,49196910.0
Chennai,1783,3,2,Unfurnished,Villa,South,Outskirts,Open,Resale,13,26,12.55,18769961.0
Delhi,4370,4,4,Semi-Furnished,Independent House,South,Suburb,Open,Resale,3,12,31.11,62135021.0
Hyderabad,761,1,3,Fully Furnished,Villa,South,Outskirts,Open,New,21,3,16.75,7205784.0
Hyderabad,1078,5,4,Fully Furnished,Villa,West,Suburb,Covered,Resale,24,27,34.81,10380537.0
Delhi,3211,1,4,Fully Furnished,Villa,South,Outskirts,None,Resale,23,15,19.16,44703449.0
Kolkata,3222,5,3,Fully Furnished,Independent House,South,Outskirts,Open,Resale,11,8,26.94,28596779.0
Bangalore,2131,5,3,Fully Furnished,Villa,West,Outskirts,Open,Resale,27,9,13.6,28194744.0
Chennai,1687,5,2,Unfurnished,Apartment,West,Suburb,None,Resale,7,21,30.84,16609301.0
Delhi,674,3,4,Fully Furnished,Independent House,North,Outskirts,Open,Resale,15,25,32.52,8944868.0
Hyderabad,1305,1,2,Unfurnished,Apartment,South,Outskirts,None,Resale,2,25,7.79,11296223.0
Chennai,2282,4,3,Fully Furnished,Villa,East,Outskirts,None,Resale,31,4,26.19,22850036.0
Kolkata,891,2,1,Unfurnished,Apartment,North,Suburb,None,Resale,8,22,4.48,7393623.0
Chennai,940,3,1,Semi-Furnished,Villa,West,Central,Covered,Resale,34,22,30.89,8606760.0
Bangalore,3286,4,2,Semi-Furnished,Apartment,South,Outskirts,Covered,Resale,18,22,31.82,42160812.0
Hyderabad,855,1,4,Fully Furnished,Apartment,West,Outskirts,Open,Resale,8,15,12.83,7798596.0
Mumbai,1050,2,2,Semi-Furnished,Apartment,South,Outskirts,Open,New,21,22,33.12,15388876.0
Bangalore,1712,2,4,Fully Furnished,Apartment,South,Central,None,New,24,2,1.2,23270902.0
Bangalore,1704,1,1,Unfurnished,Independent House,East,Outskirts,Covered,New,13,2,17.83,22385380.0
Mumbai,4009,3,1,Semi-Furnished,Independent House,West,Outskirts,None,New,3,14,33.79,64519385.0
Mumbai,1203,5,2,Unfurnished,Villa,South,Outskirts,Covered,Resale,33,25,10.81,19599653.0
Kolkata,1197,5,4,Semi-Furnished,Villa,North,Central,None,New,33,17,3.58,12393504.0
Kolkata,3784,5,4,Semi-Furnished,Villa,South,Suburb,Open,Resale,1,5,4.96,34353182.0
Bangalore,2412,4,4,Fully Furnished,Apartment,North,Outskirts,Covered,New,20,25,16.68,31664608.0
Chennai,3240,1,4,Semi-Furnished,Independent House,West,Outskirts,None,New,13,10,15.43,33201363.0
Delhi,3462,3,1,Fully Furnished,Independent House,West,Suburb,Covered,New,9,2,20.53,49562508.0
Delhi,1480,1,1,Unfurnished,Villa,South,Suburb,Covered,New,25,18,7.2,21245367.0
Bangalore,1713,2,1,Unfurnished,Villa,West,Suburb,None,Resale,18,11,30.18,21522968.0
Chennai,3045,4,2,Fully Furnished,Independent House,East,Outskirts,None,Resale,20,10,8.52,30662487.0
Mumbai,4034,3,1,Unfurnished,Villa,East,Central,None,New,21,4,11.81,65136315.0
Pune,2453,2,3,Fully Furnished,Villa,West,Outskirts,Covered,Resale,2,25,30.77,26017122.0
Bangalore,3914,5,2,Semi-Furnished,Villa,East,Central,None,New,13,4,6.1,53547308.0
Hyderabad,709,5,3,Unfurnished,Villa,South,Outskirts,None,Resale,29,25,20.78,5995300.0
Chennai,1184,5,4,Fully Furnished,Independent House,West,Suburb,Open,New,28,23,18.93,13266126.0
Hyderabad,2014,1,3,Fully Furnished,Independent House,South,Outskirts,Covered,New,20,0,16.8,18393578.0
Hyderabad,1222,2,4,Semi-Furnished,Independent House,West,Suburb,Covered,New,9,15,19.28,12310004.0
Bangalore,1727,3,1,Unfurnished,Apartment,West,Suburb,Open,Resale,12,2,5.82,23011959.0
Chennai,457,2,3,Semi-Furnished,Independent House,West,Suburb,Open,New,0,15,11.94,6242856.0
Hyderabad,1648,3,2,Unfurnished,Villa,West,Central,Covered,Resale,9,11,10.89,16703014.0
Kolkata,1849,4,4,Unfurnished,Independent House,South,Suburb,Covered,New,4,27,28.44,17620980.0
Kolkata,917,4,2,Semi-Furnished,Villa,West,Central,None,New,0,9,22.64,9573777.0
Chennai,2477,3,2,Fully Furnished,Independent House,East,Suburb,Open,Resale,2,5,32.95,25526051.0
Delhi,550,2,2,Semi-Furnished,Independent House,West,Suburb,Open,New,14,8,9.28,8255684.0
Pune,2557,3,1,Semi-Furnished,Villa,North,Central,Covered,Resale,21,5,2.76,27710279.0
Hyderabad,4073,3,2,Fully Furnished,Apartment,West,Central,None,New,29,10,10.5,36490353.0
Hyderabad,2913,5,3,Unfurnished,Apartment,East,Central,Open,Resale,16,15,12.1,27381609.0
Chennai,2684,3,1,Unfurnished,Apartment,South,Central,Covered,Resale,31,11,12.71,26939129.0
Kolkata,1794,5,4,Semi-Furnished,Apartment,South,Suburb,Covered,New,22,21,31.59,15191770.0
Pune,2105,5,4,Semi-Furnished,Independent House,North,Central,Covered,New,16,23,33.29,23203873.0
Delhi,1572,3,2,Fully Furnished,Independent House,West,Central,Open,New,24,21,2.07,23401294.0
Hyderabad,2821,1,4,Semi-Furnished,Villa,South,Outskirts,Open,Resale,34,0,4.1,24709321.0
Bangalore,999,2,4,Semi-Furnished,Independent House,South,Outskirts,Open,Resale,11,19,6.91,13691846.0
Kolkata,3904,3,3,Unfurnished,Independent House,South,Suburb,Open,Resale,0,13,28.14,33465706.0
Chennai,2699,4,3,Semi-Furnished,Apartment,South,Suburb,None,New,20,22,17.99,27737479.0
Chennai,4415,3,2,Unfurnished,Independent House,South,Outskirts,None,Resale,34,11,21.88,42186954.0
Kolkata,1896,3,2,Semi-Furnished,Independent House,West,Central,Open,Resale,22,21,5.71,17146125.0
Hyderabad,3517,4,3,Fully Furnished,Apartment,North,Outskirts,Covered,Resale,17,13,21.64,31716424.0
Delhi,834,5,3,Semi-Furnished,Independent House,East,Suburb,Covered,New,22,12,5.0,12874497.0
Hyderabad,3058,5,2,Semi-Furnished,Independent House,West,Central,Covered,New,23,19,28.25,28739187.0
Kolkata,4099,1,3,Fully Furnished,Apartment,West,Central,Open,Resale,12,23,24.57,34544308.0
Mumbai,2723,3,2,Fully Furnished,Villa,East,Suburb,None,Resale,32,25,2.19,43704527.0
Hyderabad,3295,3,1,Fully Furnished,Villa,West,Suburb,Covered,Resale,21,4,1.5,31210959.0
Pune,1931,2,1,Fully Furnished,Independent House,West,Central,None,New,33,6,15.2,19898554.0
Kolkata,3566,5,4,Fully Furnished,Independent House,East,Central,None,Resale,33,8,6.75,31253691.0
Pune,1181,3,4,Semi-Furnished,Apartment,North,Suburb,Open,New,24,29,25.81,12379573.0
Kolkata,1825,2,2,Fully Furnished,Independent House,East,Suburb,Open,New,34,29,24.39,14266717.0
Mumbai,2951,1,2,Semi-Furnished,Villa,West,Suburb,Covered,Resale,11,27,7.0,47815312.0
Pune,3886,2,2,Semi-Furnished,Independent House,South,Suburb,Open,New,29,0,8.17,41291739.0
Pune,2723,5,4,Fully Furnished,Apartment,South,Central,Open,Resale,4,11,17.63,31154870.0
Bangalore,956,5,3,Unfurnished,Villa,East,Central,Open,New,12,26,33.09,13484224.0
Chennai,912,1,3,Semi-Furnished,Villa,North,Outskirts,Covered,New,19,26,22.29,9676037.0
Pune,3618,3,4,Unfurnished,Independent House,East,Central,None,New,2,2,16.49,39632527.0
Chennai,3941,2,1,Fully Furnished,Apartment,East,Suburb,Covered,New,25,1,32.23,38194535.0
Kolkata,3299,3,2,Fully Furnished,Independent House,North,Suburb,Covered,Resale,3,27,23.66,29321431.0
Delhi,4496,3,2,Fully Furnished,Apartment,South,Central,None,New,32,19,18.58,63090302.0
Hyderabad,3360,3,4,Semi-Furnished,Villa,East,Central,Open,Resale,21,23,2.84,31535672.0
Bangalore,1652,4,2,Unfurnished,Villa,North,Central,Covered,New,26,26,31.9,22180475.0
Kolkata,1124,1,3,Semi-Furnished,Independent House,West,Outskirts,None,New,21,16,31.96,8066855.0
Mumbai,1706,3,2,Fully Furnished,Villa,West,Outskirts,None,New,23,25,13.39,27896861.0
Delhi,1159,1,3,Unfurnished,Villa,North,Outskirts,Covered,Resale,16,29,21.11,16411923.0
Bangalore,626,3,4,Unfurnished,Independent House,North,Suburb,None,New,27,15,28.06,7209449.0
Bangalore,707,2,1,Fully Furnished,Apartment,West,Central,None,Resale,31,20,2.97,9073667.0
Kolkata,3778,2,2,Fully Furnished,Villa,West,Central,Open,New,22,15,4.06,33579698.0
Mumbai,3409,1,4,Fully Furnished,Apartment,East,Central,Open,Resale,30,13,16.85,54214156.0
Mumbai,1917,3,2,Semi-Furnished,Villa,East,Central,None,New,31,26,29.47,31233821.0
Chennai,1931,1,3,Unfurnished,Villa,South,Outskirts,Open,New,17,22,15.58,19939452.0
Hyderabad,2244,1,2,Unfurnished,Villa,East,Central,None,Resale,23,1,3.28,20489010.0
Kolkata,3068,4,4,Unfurnished,Independent House,North,Outskirts,Covered,Resale,8,21,31.9,26663461.0
Delhi,1196,3,4,Semi-Furnished,Villa,South,Central,None,Resale,18,7,2.05,17898247.0
Hyderabad,2179,4,3,Semi-Furnished,Apartment,South,Suburb,None,Resale,17,2,33.24,19679925.0
Delhi,985,3,2,Semi-Furnished,Villa,North,Suburb,None,Resale,31,27,28.28,13188439.0
Bangalore,1778,5,1,Semi-Furnished,Independent House,West,Outskirts,Covered,New,29,15,27.58,22185498.0
Pune,4210,5,4,Semi-Furnished,Villa,West,Outskirts,None,Resale,20,3,2.3,45850344.0
Pune,4431,4,2,Unfurnished,Apartment,West,Central,Covered,New,23,19,31.71,46715824.0
Kolkata,3124,5,3,Semi-Furnished,Independent House,West,Outskirts,Open,New,11,27,28.86,27482748.0
Mumbai,2247,4,4,Fully Furnished,Independent House,East,Outskirts,None,New,5,27,25.63,37065089.0
Mumbai,2637,5,2,Fully Furnished,Independent House,South,Suburb,Covered,Resale,23,29,14.26,42552807.0
Bangalore,1441,4,3,Fully Furnished,Apartment,North,Outskirts,Open,New,34,7,26.45,18329404.0
Bangalore,3885,5,2,Unfurnished,Apartment,South,Suburb,None,Resale,10,6,15.67,50432731.0
Delhi,642,1,3,Fully Furnished,Villa,South,Outskirts,Covered,Resale,16,19,12.11,10009330.0
Bangalore,2500,1,2,Unfurnished,Apartment,West,Central,None,New,5,0,16.9,32478475.0
Kolkata,1649,1,1,Fully Furnished,Villa,West,Outskirts,Covered,New,10,22,18.18,14996677.0
Delhi,2137,3,2,Semi-Furnished,Independent House,West,Central,Covered,New,33,18,8.73,30188655.0
Hyderabad,4069,2,3,Fully Furnished,Apartment,East,Central,None,Resale,5,13,30.98,37563149.0
Mumbai,2318,4,1,Fully Furnished,Villa,North,Outskirts,Open,New,24,16,20.15,37203896.0
Mumbai,3154,2,1,Unfurnished,Independent House,South,Suburb,Covered,Resale,32,21,30.52,48487133.0
Pune,1792,1,4,Unfurnished,Villa,South,Central,Covered,New,30,29,8.53,19283252.0
Pune,647,4,4,Semi-Furnished,Apartment,East,Suburb,Covered,New,16,18,19.27,7564691.0
Kolkata,2085,4,4,Fully Furnished,Villa,South,Suburb,None,Resale,29,19,15.18,18532356.0
Mumbai,2331,3,3,Fully Furnished,Villa,West,Central,Open,New,16,3,14.36,39018646.0
Kolkata,4416,2,3,Fully Furnished,Independent House,East,Central,None,Resale,15,5,13.48,38201898.0
Hyderabad,3832,2,2,Semi-Furnished,Independent House,East,Central,Open,New,31,23,16.09,35050797.0
Hyderabad,4384,5,1,Semi-Furnished,Villa,East,Central,Open,New,28,27,5.24,41104724.0
Chennai,4222,4,3,Semi-Furnished,Apartment,East,Suburb,Open,New,22,25,15.75,42754756.0
Delhi,2481,1,2,Unfurnished,Independent House,South,Central,Covered,New,23,11,9.15,35402260.0
Pune,1747,5,2,Unfurnished,Apartment,West,Suburb,Covered,Resale,32,27,7.23,18719979.0
Delhi,532,5,3,Semi-Furnished,Villa,East,Outskirts,Open,Resale,12,4,7.13,9425005.0
Pune,4023,4,1,Unfurnished,Villa,East,Central,Open,New,32,17,32.69,41663871.0
Chennai,2254,5,3,Unfurnished,Villa,East,Suburb,Open,New,19,6,11.54,23416158.0
Mumbai,3344,4,2,Semi-Furnished,Apartment,East,Suburb,Covered,New,2,17,27.89,54551531.0
Kolkata,800,4,3,Unfurnished,Apartment,West,Outskirts,Open,Resale,24,21,34.52,5704011.0
Delhi,1005,5,4,Unfurnished,Apartment,North,Suburb,None,Resale,6,11,32.09,14394045.0
Pune,531,1,2,Semi-Furnished,Apartment,West,Central,Covered,New,20,1,5.55,6480654.0
Delhi,1203,5,3,Semi-Furnished,Independent House,South,Outskirts,Open,Resale,6,0,13.23,17717805.0
Mumbai,3667,2,3,Semi-Furnished,Apartment,North,Suburb,None,Resale,27,5,5.92,58652815.0
Kolkata,4033,4,1,Fully Furnished,Apartment,West,Suburb,Open,New,3,14,25.28,35336779.0
Bangalore,3076,1,1,Semi-Furnished,Villa,North,Suburb,Covered,Resale,14,3,4.68,41106340.0
Pune,1615,3,4,Fully Furnished,Villa,East,Outskirts,None,New,13,8,19.91,17605550.0
Bangalore,2877,3,2,Unfurnished,Independent House,West,Central,Open,Resale,19,4,27.78,37481897.0
Chennai,2664,5,4,Fully Furnished,Independent House,West,Outskirts,None,New,23,3,31.4,27338573.0
Kolkata,1369,3,4,Semi-Furnished,Independent House,East,Outskirts,Covered,New,0,27,24.76,13256300.0
Hyderabad,1000,2,4,Unfurnished,Villa,South,Suburb,Open,Resale,17,8,11.46,9306074.0
Delhi,1732,5,1,Semi-Furnished,Villa,South,Central,Covered,New,4,5,12.63,26724084.0
Pune,3116,5,3,Unfurnished,Apartment,South,Outskirts,Open,New,23,23,11.26,33317241.0
Delhi,1181,1,4,Unfurnished,Villa,West,Outskirts,None,New,25,12,1.05,16697193.0
Chennai,4208,4,1,Unfurnished,Villa,South,Suburb,Open,New,0,21,10.01,43633799.0
Chennai,1834,5,3,Fully Furnished,Apartment,South,Suburb,None,Resale,17,14,33.2,18841071.0
Delhi,1416,5,3,Semi-Furnished,Independent House,North,Outskirts,Covered,New,28,29,2.47,21338060.0
Pune,2619,5,2,Fully Furnished,Villa,South,Outskirts,None,New,14,18,20.71,28146030.0
Kolkata,3102,1,1,Semi-Furnished,Independent House,North,Outskirts,Open,New,29,12,27.23,25267901.0
Mumbai,4306,5,4,Unfurnished,Independent House,South,Outskirts,Covered,Resale,26,16,20.39,68680661.0
Kolkata,3216,4,2,Fully Furnished,Villa,North,Suburb,Covered,New,33,16,34.21,26835599.0
Mumbai,4391,4,3,Fully Furnished,Apartment,West,Outskirts,None,New,6,26,11.72,72030366.0
Hyderabad,859,5,4,Fully Furnished,Independent House,North,Central,Open,Resale,7,28,7.67,10609538.0
Kolkata,4040,1,4,Unfurnished,Independent House,East,Outskirts,Open,Resale,29,28,10.38,33198471.0
Delhi,931,3,3,Unfurnished,Apartment,South,Central,None,Resale,31,13,28.0,12718221.0
Delhi,2377,5,2,Semi-Furnished,Apartment,North,Outskirts,None,New,15,8,20.27,33409214.0
Pune,3677,5,2,Semi-Furnished,Villa,North,Outskirts,Covered,Resale,14,24,13.81,39353313.0
Delhi,4164,2,2,Semi-Furnished,Villa,East,Suburb,Open,Resale,4,25,8.24,59085277.0
Pune,690,1,3,Unfurnished,Independent House,North,Suburb,Open,Resale,10,15,7.2,7665908.0
Delhi,3975,4,1,Unfurnished,Apartment,West,Central,None,New,29,29,4.55,55457271.0
Chennai,2875,1,3,Fully Furnished,Villa,South,Suburb,None,Resale,16,0,24.26,28905242.0
Bangalore,912,1,3,Unfurnished,Independent House,South,Central,Open,Resale,1,24,22.17,12479003.0
Delhi,2039,5,4,Fully Furnished,Independent House,West,Central,Open,Resale,26,4,1.7,29963582.0
Bangalore,654,2,3,Fully Furnished,Villa,West,Outskirts,Covered,Resale,18,11,10.81,9251392.0
Mumbai,3037,5,3,Fully Furnished,Villa,North,Outskirts,None,New,20,0,17.99,49890615.0
Hyderabad,2365,1,1,Unfurnished,Independent House,East,Central,Covered,Resale,15,21,10.51,22108944.0
Kolkata,450,5,3,Semi-Furnished,Villa,South,Suburb,Open,New,13,19,1.35,6033876.0
Kolkata,1199,1,4,Fully Furnished,Apartment,East,Outskirts,Open,Resale,19,22,20.89,10101034.0
Mumbai,499,4,2,Unfurnished,Villa,West,Central,None,Resale,1,1,18.08,9370378.0
Delhi,2147,5,4,Semi-Furnished,Independent House,East,Outskirts,Covered,Resale,13,2,10.82,31771383.0
Kolkata,2911,5,1,Unfurnished,Apartment,North,Outskirts,Covered,Resale,15,18,32.59,24269645.0
Pune,636,4,4,Unfurnished,Villa,East,Central,Covered,Resale,23,22,8.18,7943525.0
Mumbai,871,5,2,Semi-Furnished,Independent House,North,Suburb,None,New,12,2,19.34,15507640.0
Chennai,2604,1,2,Fully Furnished,Independent House,South,Central,Open,New,2,29,22.75,26937787.0
Bangalore,538,3,3,Fully Furnished,Apartment,South,Central,Open,New,32,25,25.99,7471639.0
Pune,3262,5,4,Fully Furnished,Apartment,West,Outskirts,None,Resale,0,24,17.16,35223794.0
Kolkata,1783,4,4,Semi-Furnished,Villa,West,Suburb,Covered,Resale,6,0,8.93,17772029.0
Pune,3495,4,4,Semi-Furnished,Villa,West,Suburb,Covered,New,18,22,27.41,38416319.0
Delhi,2112,3,1,Unfurnished,Apartment,West,Central,Open,New,30,15,27.09,28367675.0
Chennai,1350,1,3,Semi-Furnished,Apartment,West,Central,Covered,Resale,4,4,7.51,14670360.0
Bangalore,4196,2,1,Semi-Furnished,Apartment,West,Outskirts,Covered,New,22,16,6.87,53831129.0
Chennai,2773,1,1,Semi-Furnished,Villa,West,Outskirts,Open,Resale,17,11,14.63,27557155.0
Mumbai,1757,5,2,Fully Furnished,Independent House,South,Central,Open,Resale,29,1,23.86,28908257.0
Delhi,2099,4,1,Unfurnished,Apartment,East,Outskirts,Open,Resale,16,7,16.7,29423231.0
Pune,2536,4,2,Unfurnished,Apartment,North,Suburb,Open,Resale,7,19,1.91,28218819.0
Pune,3772,1,4,Semi-Furnished,Villa,South,Outskirts,None,Resale,34,26,11.87,39390548.0
Mumbai,1033,1,3,Unfurnished,Apartment,South,Central,None,New,7,24,32.25,16759426.0
Pune,2283,5,2,Unfurnished,Villa,North,Suburb,None,Resale,29,7,6.48,24826435.0
Hyderabad,2716,1,2,Unfurnished,Apartment,South,Suburb,Covered,New,29,26,4.62,23809211.0
Delhi,1528,3,1,Unfurnished,Apartment,North,Central,Covered,New,26,1,19.03,21639411.0
Mumbai,2786,3,4,Unfurnished,Villa,North,Outskirts,Covered,New,23,24,31.63,44835654.0
Delhi,791,2,1,Fully Furnished,Villa,East,Central,None,New,1,11,7.16,12966556.0
Bangalore,568,4,2,Unfurnished,Apartment,West,Central,Open,New,14,2,18.24,8097357.0
Delhi,3488,5,3,Semi-Furnished,Apartment,South,Central,Covered,Resale,30,0,30.81,49379282.0
Delhi,2452,5,4,Fully Furnished,Independent House,West,Central,Open,Resale,27,12,22.8,34938821.0
Bangalore,4365,1,4,Unfurnished,Villa,South,Suburb,Covered,Resale,21,8,8.7,57488069.0
Mumbai,3608,4,2,Semi-Furnished,Villa,West,Central,None,Resale,19,14,14.63,59177465.0
Delhi,1585,2,3,Fully Furnished,Villa,South,Suburb,Covered,New,3,8,17.7,23435333.0
Chennai,3127,2,3,Fully Furnished,Villa,West,Outskirts,Covered,Resale,9,8,25.57,31819900.0
Delhi,3909,2,1,Fully Furnished,Villa,South,Central,Open,New,6,11,25.72,56491916.0
Mumbai,3826,4,3,Unfurnished,Independent House,South,Central,None,Resale,7,6,13.24,62691908.0
Pune,2113,2,2,Semi-Furnished,Villa,South,Outskirts,Open,New,6,28,25.93,22462017.0
Kolkata,2912,3,1,Unfurnished,Independent House,South,Outskirts,Covered,Resale,23,4,28.56,23361094.0
Bangalore,3661,1,4,Unfurnished,Apartment,East,Suburb,None,Resale,22,25,21.02,46435372.0
Pune,3078,2,1,Semi-Furnished,Villa,North,Outskirts,Covered,New,20,1,24.45,31819580.0
Mumbai,681,3,1,Unfurnished,Independent House,East,Suburb,None,Resale,4,18,10.41,12027616.0
Hyderabad,829,3,3,Unfurnished,Independent House,South,Suburb,None,New,24,6,7.06,7555269.0
Kolkata,3028,5,2,Semi-Furnished,Apartment,East,Outskirts,Covered,Resale,29,29,21.69,25280264.0
Pune,3612,1,4,Fully Furnished,Independent House,West,Outskirts,None,New,22,24,31.72,37878300.0
Delhi,3345,5,2,Fully Furnished,Villa,South,Suburb,None,New,10,9,6.66,48561606.0
Kolkata,2717,4,1,Fully Furnished,Apartment,South,Suburb,Covered,Resale,7,5,9.46,24274448.0
Delhi,4384,3,3,Unfurnished,Apartment,West,Outskirts,Covered,New,24,3,5.96,61739807.0
Bangalore,3832,5,2,Unfurnished,Apartment,North,Central,Covered,Resale,19,23,34.58,49641405.0
Delhi,3063,1,4,Semi-Furnished,Apartment,West,Suburb,Covered,Resale,2,24,31.41,42769303.0
Kolkata,1335,3,3,Unfurnished,Apartment,North,Outskirts,None,New,2,29,7.02,12661996.0
Chennai,2742,2,4,Semi-Furnished,Apartment,North,Outskirts,Covered,Resale,4,3,14.85,28088049.0
Chennai,2088,1,4,Fully Furnished,Independent House,South,Central,Covered,Resale,6,20,14.06,22515037.0
Pune,1282,2,1,Semi-Furnished,Villa,West,Outskirts,None,Resale,18,10,32.58,13028204.0
Mumbai,2919,4,2,Fully Furnished,Independent House,West,Suburb,Covered,New,20,22,18.87,47093766.0
Bangalore,1216,2,2,Fully Furnished,Villa,West,Suburb,Covered,New,11,25,24.96,16824913.0
Hyderabad,3632,2,4,Unfurnished,Villa,North,Suburb,Open,Resale,4,6,15.81,33311251.0
Pune,4266,4,3,Unfurnished,Apartment,North,Suburb,Open,New,14,21,16.26,45042881.0
Mumbai,3246,4,3,Fully Furnished,Villa,North,Suburb,Open,New,29,29,1.69,53215298.0
Bangalore,1077,2,1,Fully Furnished,Villa,West,Central,Covered,New,27,6,14.43,15093011.0
Kolkata,2654,3,1,Semi-Furnished,Independent House,South,Outskirts,Open,New,0,12,2.81,23671321.0
Bangalore,3383,3,2,Semi-Furnished,Villa,North,Suburb,Covered,New,29,26,20.15,44274553.0
Kolkata,2889,5,4,Unfurnished,Villa,North,Central,Open,New,24,13,27.35,25285892.0
Pune,2714,5,2,Fully Furnished,Apartment,East,Central,None,New,4,16,28.66,30540370.0
Mumbai,2846,4,1,Unfurnished,Independent House,North,Suburb,Open,Resale,2,10,10.22,47028693.0
Mumbai,2288,1,2,Semi-Furnished,Villa,West,Central,None,Resale,21,0,18.17,36759447.0
Delhi,2120,2,4,Unfurnished,Villa,South,Outskirts,None,Resale,2,16,12.85,30444131.0
Hyderabad,2303,4,2,Fully Furnished,Villa,South,Outskirts,None,Resale,11,22,25.12,21053842.0
Chennai,623,4,4,Fully Furnished,Apartment,North,Outskirts,Open,New,3,6,30.88,7617520.0
Delhi,1334,4,3,Fully Furnished,Villa,East,Suburb,Covered,Resale,28,22,22.81,19449442.0
Bangalore,1712,3,2,Fully Furnished,Villa,East,Outskirts,Open,New,24,4,27.68,22291680.0
Hyderabad,1708,1,3,Fully Furnished,Apartment,North,Outskirts,Covered,New,34,20,25.87,14262489.0
Hyderabad,625,3,1,Semi-Furnished,Villa,South,Central,Open,New,4,6,11.86,8078763.0
Mumbai,599,5,1,Unfurnished,Independent House,South,Central,Open,New,17,15,5.19,10709630.0
Hyderabad,3284,4,4,Unfurnished,Villa,South,Suburb,Open,Resale,6,8,32.74,30789237.0
Pune,2724,3,1,Unfurnished,Villa,North,Outskirts,Open,Resale,16,26,25.15,27876963.0
Hyderabad,4393,4,3,Semi-Furnished,Apartment,East,Suburb,Covered,Resale,29,1,21.25,39145287.0
Bangalore,4333,1,4,Semi-Furnished,Apartment,North,Suburb,Open,New,28,26,26.87,55678455.0
Pune,1997,2,4,Unfurnished,Independent House,West,Suburb,None,New,32,12,28.23,19631499.0
Pune,404,3,4,Unfurnished,Independent House,East,Outskirts,Open,New,0,0,12.61,5282678.0
Delhi,679,1,1,Semi-Furnished,Villa,North,Central,None,Resale,19,25,16.33,9716446.0
Hyderabad,3419,2,4,Unfurnished,Independent House,South,Central,None,Resale,29,1,23.06,30843521.0
Mumbai,2764,4,4,Unfurnished,Independent House,East,Suburb,Open,New,0,29,25.8,46124419.0
Kolkata,526,1,3,Fully Furnished,Independent House,South,Suburb,Covered,New,1,17,14.4,6501345.0
Delhi,3196,5,4,Semi-Furnished,Independent House,North,Outskirts,Open,New,31,21,3.1,45586612.0
Mumbai,3649,2,2,Unfurnished,Apartment,East,Suburb,Open,Resale,25,19,20.51,56870800.0
Hyderabad,4301,2,4,Semi-Furnished,Villa,East,Central,Open,Resale,24,15,23.83,38789030.0
Delhi,4101,4,4,Unfurnished,Independent House,West,Outskirts,Covered,New,3,15,30.58,58032304.0
Hyderabad,882,5,3,Unfurnished,Apartment,North,Outskirts,Covered,Resale,27,16,26.87,6820088.0
Bangalore,3439,3,2,Fully Furnished,Independent House,East,Outskirts,Covered,Resale,11,9,26.87,44584255.0
Delhi,1907,1,1,Semi-Furnished,Apartment,East,Central,Open,New,33,22,5.79,26749286.0
Mumbai,3568,4,2,Fully Furnished,Villa,West,Suburb,Covered,New,19,24,30.76,58039296.0
Bangalore,1338,5,4,Fully Furnished,Independent House,North,Central,Covered,Resale,28,20,24.66,18820270.0
Chennai,416,2,2,Unfurnished,Apartment,West,Central,Covered,New,10,11,33.27,4209222.0
Mumbai,4342,2,1,Semi-Furnished,Independent House,South,Outskirts,None,Resale,28,20,22.75,68218671.0
Kolkata,3113,2,2,Unfurnished,Apartment,North,Central,Covered,Resale,9,3,18.29,26947500.0
Hyderabad,4285,5,2,Semi-Furnished,Independent House,West,Outskirts,Covered,Resale,30,11,13.46,38481342.0
Mumbai,4017,5,4,Fully Furnished,Villa,South,Central,Open,New,0,3,18.15,66958612.0
Chennai,1433,3,3,Fully Furnished,Independent House,East,Outskirts,Open,Resale,19,11,3.69,14809052.0
Mumbai,2211,1,4,Semi-Furnished,Apartment,West,Central,Covered,New,14,6,16.08,36859793.0
Bangalore,2407,2,4,Semi-Furnished,Villa,North,Outskirts,Covered,New,7,7,28.84,31901094.0
Pune,869,3,2,Unfurnished,Apartment,East,Outskirts,Covered,Resale,8,4,14.85,8902663.0
Mumbai,1724,5,1,Fully Furnished,Villa,East,Outskirts,Open,Resale,34,4,25.87,26984845.0
Delhi,3677,3,3,Fully Furnished,Apartment,North,Outskirts,Open,New,22,24,32.12,50779372.0
Kolkata,2024,2,4,Semi-Furnished,Villa,East,Central,Covered,Resale,17,8,13.5,18181856.0
Chennai,1635,1,2,Semi-Furnished,Independent House,South,Central,None,New,0,16,8.97,18111305.0
